Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Extra,Stav,Zdroj,Spárováno,Odkaz na auto
Škoda Scala 1.0 TSI,400000,44698,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,Serv.kniha,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,569000,12371,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,DS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,460000,22415,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,"2.maj,ČR,LED",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,536000,20399,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,460000,58814,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,479000,19133,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,554000,25985,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,M,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539000,11442,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,SCALA SELEC 110 M6F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,469900,38955,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,530000,33225,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,429990,83862,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,445000,42765,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,PLUS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,65950,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,"1.maj,ČR,LED",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,480000,48642,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,ČR,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,428999,60965,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,CZ,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,647900,800,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,MontCarlo 6st.man,Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,514500,15489,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,TOP,,SELEC,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,665000,10,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,KAMERA TAŽNÉ,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,479990,26300,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,TAŽNÉ NAVI KAMERA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,563900,8,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,130 let MT6 4960,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,599990,21890,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,618820,16028,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,110,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,464000,65458,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,7°,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,639000,265,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,445000,59886,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,ČR,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519990,45763,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,449000,43634,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519000,16772,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,TOP,,M6F Selecti,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,10698,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,1. 7DS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,9787,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,1. 7DS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,440000,67961,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,329000,79412,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,() MA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,24900,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,449900,83368,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,Ext,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,569900,9167,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,569900,8965,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,"1, 7DS",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,489000,42963,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,11224,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,423000,78463,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,400000,86092,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,"ČR,1.maj",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,560000,29062,2025,Benzín,1.5,TSI,PHEV,110,Automatická,,,,Ne,Hatchback,,,"Drive, Drive",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,599990,23470,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,329000,98724,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,630000,5,2026,Benzín,1.5,TSI,,110,,Ano,,,Ne,Hatchback,Monte Carlo,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,589900,10122,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,LED,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,398900,95052,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,588000,23300,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499990,60805,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,460000,28047,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,"ČR,1.maj",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,430000,56942,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,Kůže,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,13598,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,459000,39185,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,"ČR,SYTLE,125 LET",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,399900,57500,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,1.majitel,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539000,18777,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,DS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,435000,59983,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,545000,8550,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,TOP,,SELEC 110 M6F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519000,27536,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,329000,94240,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,110 AT,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,633000,10,2026,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539900,13571,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,130 let Premi,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,619000,20562,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,"DCC,MATRIX",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,518000,16927,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539000,16189,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,DS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549990,19794,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,14652,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,33692,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,MonteCarlo,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549000,18875,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,606860,5,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,Selec.,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,397900,75644,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,6MP,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,430000,78628,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,"ČR,1.maj",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,580000,19087,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,Ano,Záruka,Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,439900,75003,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,1,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,20773,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,SELEC 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,613000,17100,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,625000,14832,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,TOP,,Selectio,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,575000,17405,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,629000,9595,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,570000,30553,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,18728,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,odp. DPH,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,399800,80979,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,598950,16985,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,7° Monte Ca,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559900,13473,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,459000,76929,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,110 Monte Car. AT,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,420000,64173,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,498900,61734,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,489900,38637,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,Plus,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539900,16470,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,574900,18918,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,628000,9030,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,398800,86531,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559000,21780,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,| |,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519000,20310,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,530000,6517,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,Automat,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,529900,12120,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,Tažné,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,420000,61413,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,570000,18985,2025,Benzín,1.5,TSI,PHEV,110,Automatická,,,,Ne,Hatchback,,,"Drive, Drive",Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,395000,66008,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,329000,74430,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,() MA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,359000,22999,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,() MA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,350000,45042,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,() MA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,350000,45800,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,() MA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,327000,80654,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,() MA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,575000,20351,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,MONTE C,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,429000,33900,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,Fresh,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,638000,7063,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,MonteCarlo,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,529900,20101,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519000,39500,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,420000,98500,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,TOP,,FULL-LED 7,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,675165,5,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,427000,34118,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,580000,30475,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,33375,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,First Edition DS,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,31000,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,386000,40381,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,368000,45166,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,484000,34053,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499990,39000,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Hatchback,,,Drive,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,617000,8446,2025,Benzín,1.5,,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,469000,20229,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,599000,16650,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,429000,38377,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,534000,27800,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,579900,10150,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,649989,52500,2023,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ne,Kombi,Style,,Combi P,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,659900,80628,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,Scout,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,739000,16770,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Style,,Plu,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,719000,15753,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Style,,Plu,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,699900,30000,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,Combi,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,599000,51639,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,729990,50285,2024,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,569000,63242,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,659900,43109,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,,,VIRTUAL ACC ZÁRUKA,Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),748900,22264,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Liftback,Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,734900,42590,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,Combi,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,599990,80022,2021,Nafta,2.0,TDI,,147,Automatická,,,,Ano,Kombi,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),688900,41700,2021,Benzín,2.0,TSI,,140,Automatická,,,,Ne,Liftback,,,L&K,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,749000,33910,2024,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Style,,Combi Plus 110 k,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,744900,28323,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,Combi,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,629000,77009,2022,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ne,Kombi,Style,,COMBI,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,599877,51500,2021,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Liftback,Style,,"ČR, 1.Maj",Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),569900,72777,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,Style,,"III , ...",Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),749000,24290,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,739000,29000,2023,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Liftback,Style,,Plus,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,659990,63000,2023,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ne,Kombi,Style,,Combi P,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,679888,87547,2022,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,,,Combi L&K,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,619900,64507,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Liftback,,,LK,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,684900,38506,2023,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Liftback,Style,,plus,Ojeté,Sauto.cz,Ano,
Škoda Superb Combi 1.5 TSI (Gen 4),735900,25801,2022,Benzín,1.4,TSI,PHEV,115,Automatická,,,,Ne,Kombi,Sportline,,iV,Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),590000,88555,2021,Benzín,2.0,TSI,,140,Automatická,Ano,,,Ne,Sedan/limuzína,,,L&K 7-st. taž,Ojeté,Sauto.cz,Ano,
Škoda Superb 3 Combi Style 2.0 TDI,659500,87232,2023,Nafta,2.0,,,110,Automatická,,,,Ne,Kombi,Style,,"+, ACC, Virtual, Kame",Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),570000,79687,2023,Benzín,2.0,TSI,,140,Automatická,,,,Ne,Liftback,Style,,"Automat, ČR",Ojeté,Sauto.cz,Ano,
Škoda Superb Liftback 1.5 TSI (Gen 4),749000,22948,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Liftback,Selection,,,Ojeté,Sauto.cz,Ano,
