Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Extra,Stav,Zdroj,Spárováno,Odkaz na auto
Nissan Qashqai 1.3 DIG-T MHEV,710000,,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T 158HP AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,659990,,2026,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,DIG-T 140HP,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,719990,8,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,719990,8,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,655000,8,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Acenta,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,639990,,2026,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,,,DIG-T 140k N-Connec + Cold,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,489900,89600,2021,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,,,DIG-T Mild Hybrid 158,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,629990,2,2025,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,DIG-T 6MT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,699990,,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T AT 158PS,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,529000,43800,2021,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,,,+stav nového vozu+,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,652890,5,2025,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,"Dig-T, 140PS",Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,629990,2,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Acenta,,DIG-T Automat,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,729890,,2026,Benzín,1.3,,,116,Manuální,,,,Ne,SUV,,,DIG-T 158k AT N-Conn 2Ton,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,739000,1500,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-Tronic,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749000,8000,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Tekna,,T 158HP X-TRONIC,Předváděcí,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,710000,,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T 158PS AT W,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,741900,2,2025,Benzín,1.3,,,116,Automatická,,,,Ano,SUV,N-Connecta,,T AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,719990,9,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,719990,9,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,699900,1000,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,,,"Dig-T Aut 158k,PŘEDVÁDĚCÍ",Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,599990,5,2025,Benzín,1.3,,MHEV,103,Manuální,,,,Ne,SUV,,,DIG-T Mild Hybrid 140HP,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,567999,67240,2024,Benzín,1.3,,,116,,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,742890,10,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,479000,47800,2022,Benzín,1.3,,MHEV,103,Manuální,,,,Ne,SUV,,,DIG-T Mild Hybrid 140,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,726900,2,2025,Benzín,1.3,,,116,Automatická,,,,Ano,SUV,N-Connecta,,T Aut,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,724900,2,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Tekna,,DIG-T Automat,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,669990,5,2025,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,,,Dig-T - Aut 158PS 2WD,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,397900,56827,2021,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,,,DIG-T Shiro,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,721990,9,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Tekna,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,739328,11,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Tekna,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,619890,,2025,Benzín,1.3,,,116,Manuální,,,,Ne,SUV,Acenta,,158 k Manuální 2WD,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,655000,11,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Acenta,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749890,11,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,739500,2,2025,Benzín,1.3,,,116,Automatická,,,,Ano,SUV,N-Connecta,,T Aut,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,668500,14000,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Předváděcí,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,439990,63773,2022,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,,,Visia,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,672890,5,2026,Benzín,1.3,,MHEV,116,Manuální,,,,Ne,SUV,,,Dig-T manual,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,672890,5,2026,Benzín,1.3,,MHEV,116,Manuální,,,,Ne,SUV,,,Dig-T manual,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,672890,,2026,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,DIG-T,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,699890,,2026,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,DIG-T,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,722890,,2026,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,709990,5,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,,,Dig-T - Aut 158PS (),Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,420000,52706,2021,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,"DiG-T,ČR",Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,672890,34,2025,Benzín,1.3,,MHEV,116,Manuální,,,,Ne,SUV,,,"N-CONNECTADIG-T 2WD,6MT",Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,629900,5100,2025,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,,,CZECH EDITION DIG-T 140 PS,Předváděcí,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,439900,70430,2021,Benzín,1.3,,,116,Automatická,Ano,,,Ne,SUV,Tekna,,DIG-T,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,579900,41699,2021,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,,,Business Xtronic,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,698999,,2025,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T 158k,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,719890,,2025,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T 158k,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,729990,,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,Tekna,,DIG-T 158k 2WD AT,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,429000,51975,2022,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,"DIG-T , ČR",Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,722890,10,2026,Benzín,1.3,,,116,Manuální,,,,Ne,SUV,,,DIG-T SMART EDITION,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,699990,10,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,,,Smart Edition,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,624990,10,2026,Benzín,1.3,,,116,Manuální,,,,Ne,SUV,Acenta,,DIG-T manual,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,572099,70589,2022,Benzín,1.3,,,116,Automatická,,,,Ano,SUV,,,,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,649770,18653,2025,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,Acenta,,* 360° kamera*Navi*,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749799,5,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749799,3,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,739800,3,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,480000,22450,2022,Benzín,1.3,,MHEV,103,Manuální,,,,Ne,SUV,Acenta,,"DIG-T , ČR",Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,470000,74929,2022,Benzín,1.3,,MHEV,116,Manuální,,,,Ne,SUV,N-Connecta,,DIG-T,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,650000,48550,2023,Benzín,1.3,,,116,Automatická,,,,Ano,SUV,,,prodam v zaruce,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,723221,29000,2025,Benzín,1.3,,,116,Automatická,,,,Ne,Kombi,N-Connecta,,,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,619000,15,2025,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,N-Connecta,,DIG-T,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,725362,29000,2025,Benzín,1.3,,,116,Automatická,,,,Ne,Kombi,N-Connecta,,,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,732890,5,2026,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,,,"Dig-T 158HP, aut.",Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749890,5,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,,,"2WD,AT, CCS karta!!!",Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,549990,44450,2023,Benzín,1.3,,,117,Automatická,,,,Ano,SUV,N-Connecta,,automat 4WD ČR 1maj,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,546920,7000,2023,Benzín,1.3,,MHEV,122,Automatická,,,,Ne,Hatchback,N-Connecta,,DIG-T,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,742800,5,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749890,3,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,719000,5,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-Tronic,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,699000,5,2025,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-Tronic,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,419900,71525,2021,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,,,DiG-T TAŽNÉ 360*CAMER,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,720000,6806,2026,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,Tekna,,DIG-T,Předváděcí,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,680000,14033,2025,Benzín,1.3,,MHEV,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T,Předváděcí,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,460000,37783,2022,Benzín,1.3,,,103,Manuální,,,,Ne,SUV,Acenta,,"DIG-T, Serv.kniha",Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,570572,22307,2024,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749000,3,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan Qashqai 1.3 DIG-T MHEV,749000,3,2026,Benzín,1.3,,,116,Automatická,,,,Ne,SUV,N-Connecta,,DIG-T X-TRONIC,Nové,Sauto.cz,Ano,
Nissan X-Trail 1.5 VC-T (5místná verze),620000,78115,2023,Benzín,1.5,,MHEV,120,Automatická,,,,Ne,SUV,N-Connecta,,VC-T,Ojeté,Sauto.cz,Ano,
Nissan X-Trail 1.5 VC-T (5místná verze),430000,40483,2021,Benzín,1.3,,,117,Automatická,,,,Ne,SUV,Acenta,,"DIG-T, Automat",Ojeté,Sauto.cz,Ano,
Nissan X-Trail 1.5 VC-T (5místná verze),706640,37718,2022,Benzín,1.5,,MHEV,120,Automatická,,,,Ne,SUV,N-Connecta,,VC-T,Ojeté,Sauto.cz,Ano,
Nissan X-Trail 1.5 VC-T (5místná verze),440000,75748,2021,Nafta,1.7,dCi,,110,Manuální,,,,Ne,SUV,,,"2.maj,ČR",Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,667000,10,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,661999,10,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,650000,5000,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,,,Prémium,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,569000,1200,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649900,10,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,624800,6,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,OMODA 5 FaceLift,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649900,10,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,595000,1900,2025,Benzín,1.6,,,108,Automatická,Ano,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,599000,10,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,,,OMODA5 Basic,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,598900,10,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Comfort,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649900,10,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649900,10,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,599900,16200,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,579000,12,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,,,Basic,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,624800,1,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,OMODA 5 FaceLift,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,662000,20,2025,Benzín,1.6,,,108,Automatická,Ano,,,Ne,SUV,Premium,,7,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,599000,500,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,629900,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,624000,1450,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,624000,103,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649900,12,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,549000,10000,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,629000,1,2025,Benzín,1.6,TGDI,,108,Automatická,Ano,,,Ne,Hatchback,,,147k 7,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,679000,10,2026,Benzín,1.6,TGDI,,108,Automatická,Ano,,,Ne,Hatchback,Premium,,147k 7,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,688000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,692000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,639000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,655000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,Hatchback,Premium,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,582000,5889,2025,Benzín,1.6,T-GDI,,108,Automatická,Ano,,,Ne,SUV,Comfort,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,590000,5985,2025,Benzín,1.6,T-GDI,,108,Automatická,Ano,,,Ne,SUV,Comfort,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,615000,5895,2025,Benzín,1.6,T-GDI,,108,Automatická,Ano,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,590000,6126,2025,Benzín,1.6,T-GDI,,108,Automatická,Ano,,,Ne,SUV,Comfort,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,595000,10,2025,Benzín,1.6,,,108,Automatická,,,,Ne,Hatchback,Comfort,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,687000,15,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,Facelift,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,634000,15,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,Facelift,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,629500,10,2025,Benzín,1.6,TGDI,,108,Automatická,Ano,,,Ne,Hatchback,,,147k 7,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,559900,15000,2025,Benzín,1.6,,,107,Automatická,,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,559900,15000,2025,Benzín,1.6,,,107,Automatická,,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,624800,2297,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,OMODA 5 FaceLift,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,644900,5,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 7AT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649900,5,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 7AT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,589900,5,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,TGI 7AT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,650000,1500,2026,Benzín,1.6,,,108,Automatická,,,,Ne,Hatchback,Premium,,,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,689000,1,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,630000,4000,2025,Benzín,1.6,TGDI,,108,Automatická,Ano,,,Ne,SUV,Premium,,FWD,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,582000,5,2025,Benzín,1.6,TGDI,,108,Automatická,Ano,,,Ne,SUV,Comfort,,FWD,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,637000,1500,2026,Benzín,1.6,TGDI,,108,Automatická,Ano,,,Ne,SUV,Premium,,FACELIFT,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,589000,3500,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,Hatchback,Premium,,Carbon black,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,600000,5785,2025,Benzín,1.6,T-GDI,,108,Automatická,Ano,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,570000,1650,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,T,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,569900,990,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,569900,3000,2025,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,,Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,572000,10754,2024,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,,Ano,"T, Záruka, Automat",Ojeté,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,662000,14,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,FL,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,610000,5,2026,Benzín,1.6,T-GDI,,108,Automatická,,,,Ne,SUV,Comfort,,,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,581000,5000,2026,Benzín,1.6,T-GDI,,108,Automatická,,,,Ne,SUV,Comfort,,,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,592000,5,2026,Benzín,1.6,T-GDI,,108,Automatická,,,,Ne,SUV,,,BASIC,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,692000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,679000,1,2026,Benzín,1.6,,,108,Automatická,Ano,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,636900,1200,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,Facelift,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,669000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,629000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Premium,,TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,627000,1,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,Omoda5 TGI 147k,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,659000,1,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,619000,1000,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Předváděcí,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649000,1,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Nové,Sauto.cz,Ano,
