Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Zdroj,Odkaz na auto
Spalovací,Škoda Octavia Liftback 1.5 TSI,579900,12939,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210463901
Spalovací,Škoda Octavia Combi iV (PHEV),699000,18232,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210463958
Spalovací,Škoda Octavia Liftback 1.5 TSI,579000,30567,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210463961
Spalovací,Škoda Octavia Combi iV (PHEV),739900,1131,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210464057
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,641000,29632,2025,Benzín,1.5,TSI,MHEV,110,Automatická,Ano,,,Ne,Sedan/limuzína,,,,Ano,3,e-TEC,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210466703
Spalovací,Škoda Octavia Combi 1.5 TSI,579000,49886,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,,,,Ano,,COM STY M6F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210466733
Spalovací,Škoda Octavia Combi iV (PHEV),749000,16360,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Sportline,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210466751
Spalovací,Škoda Octavia Combi iV (PHEV),559000,86485,2023,Nafta,2.0,TDI,PHEV,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,6,IV.,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210469193
Spalovací,Škoda Octavia Combi iV (PHEV),549000,25000,2024,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Style,,,Ano,,Combi AUT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210469565
Spalovací,Škoda Octavia Liftback 1.5 TSI,565000,14241,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210470144
Spalovací,Škoda Octavia Combi 1.5 TSI,599000,55100,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,Combi M-HEV,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210472268
Spalovací,Škoda Octavia Combi iV (PHEV),629990,25433,2023,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Style,,,Ano,2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210473888
Spalovací,Škoda Octavia Liftback 1.5 TSI,455000,52543,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,,Ano,,Octavia Plus 110,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210474689
Spalovací,Škoda Octavia Liftback 1.5 TSI,619900,75350,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,Sportline,,,Ano,,M-HEV,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210474899
Spalovací,Škoda Octavia Combi 1.5 TSI,749000,18960,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,TOP,,,Nejisté,7,Combi Sel,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210475076
Spalovací,Škoda Octavia Liftback 1.5 TSI,718000,23205,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Top Selection,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210475145
Spalovací,Škoda Octavia Combi iV (PHEV),484999,86015,2023,Nafta,2.0,TDI,,110,,,,,Ne,Kombi,Style,,,Ano,,110,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210475148
Spalovací,Škoda Octavia Liftback 1.5 TSI,579999,33648,2023,Benzín,1.5,e-TEC,MHEV,110,Automatická,Ano,,,Ne,Liftback,Style,,,Ano,3,Mat,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210475277
Spalovací,Škoda Octavia Liftback 1.5 TSI,527900,35071,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,,Ano,7,PLUS,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210476396
Spalovací,Škoda Octavia Liftback 1.5 TSI,460000,42265,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,,Ano,,"ČR,1.maj",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210477845
Spalovací,Škoda Octavia Combi iV (PHEV),514900,92236,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,,Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210477968
Spalovací,Škoda Octavia Liftback 1.5 TSI,729900,15178,2025,Benzín,1.5,TSI,MHEV,110,Automatická,Ano,,,Ne,Liftback,TOP,,,Ano,6,Se,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210481376
Spalovací,Škoda Octavia Liftback 1.5 TSI,599000,9182,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Liftback,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210484058
Spalovací,Škoda Octavia Combi 1.5 TSI,519900,22070,2024,Benzín,1.4,TSI,PHEV,150,Automatická,,,,Ne,Kombi,Style,,,Ano,,iV P-HEV,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210484199
Spalovací,Škoda Octavia Combi 1.5 TSI,715000,10477,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Ano,,M-HEV,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210484370
Spalovací,Škoda Octavia Liftback 1.5 TSI,587900,15674,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210484832
Spalovací,Škoda Octavia Combi 1.5 TSI,739000,14100,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,TOP,,,Nejisté,7,Combi Selecti,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210488033
Spalovací,Škoda Octavia Liftback 1.5 TSI,699000,16485,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,Exclusive,,,Ano,6,Selecti,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210488036
Spalovací,Škoda Octavia Liftback 1.5 TSI,649900,87750,2022,Benzín,2.0,TSI,,180,Manuální,,,,Ne,Liftback,,,,Ano,,"RS , - REZERVACE",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490220
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,629000,22820,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Sedan/limuzína,Top Selection,,,Ano,4,D,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490541
Spalovací,Škoda Octavia Combi 1.5 TSI,439000,76521,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Nejisté,7,Combi,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490544
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,559000,34577,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Style,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490550
Spalovací,Škoda Octavia Liftback 1.5 TSI,679000,26364,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Top Selection,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490577
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,599900,59600,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Sedan/limuzína,Top Selection,,,Ano,4,M-HEV D,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490592
Spalovací,Škoda Octavia Combi iV (PHEV),499000,93750,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ano,Kombi,Style,,,Ano,2,Combi,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490724
Spalovací,Škoda Octavia Combi 1.5 TSI,669000,24760,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Nejisté,7,Combi,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490757
Spalovací,Škoda Octavia Combi 1.5 TSI,668000,2515,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,TOP,,,Ano,,Combi Selecti,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210490811
Spalovací,Škoda Octavia Liftback 1.5 TSI,586850,43819,2023,Benzín,1.5,,,110,Automatická,,,,Ne,Hatchback,,,,Ano,,"Škoda Octavia, Octávie 4",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210491855
Spalovací,Škoda Octavia Liftback 1.5 TSI,695000,17400,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,TOP,,,Ano,7,e- Selec,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210492674
Spalovací,Škoda Octavia Liftback 1.5 TSI,569900,90523,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Style,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210493043
Spalovací,Škoda Octavia Combi iV (PHEV),739000,63071,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Sportline,,,Ano,2,Co,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210493079
Spalovací,Škoda Octavia Liftback 1.5 TSI,648500,51409,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,,,,Ano,1,First Edition,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210493280
Spalovací,Škoda Octavia Combi iV (PHEV),539999,77500,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,2,DPH,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210493445
Spalovací,Škoda Octavia Combi iV (PHEV),739000,51985,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Sportline,,,Ano,2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210493715
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,449999,60442,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Ambition,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210494846
Spalovací,Škoda Octavia Liftback 1.5 TSI,559000,30500,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,,Ano,7,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210494990
Spalovací,Škoda Octavia Liftback 1.5 TSI,711480,14446,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,TOP,,,Ano,7,Selectio,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210495023
Spalovací,Škoda Octavia Combi 1.5 TSI,699000,29401,2024,Benzín,1.4,TSI,PHEV,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,iV RS Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210495161
Spalovací,Škoda Octavia Liftback 1.5 TSI,689900,19300,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Top Selection,,,Ano,7,6°,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210495191
Spalovací,Škoda Octavia Combi 1.5 TSI,439000,98000,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,,,,Ano,,1.MAJ ČR NEBOUR. ZÁRUKA,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210495449
Spalovací,Škoda Octavia Combi iV (PHEV),389000,47656,2021,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Kombi,,,,Ano,,Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210498689
Spalovací,Škoda Octavia Liftback 1.5 TSI,539000,63747,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Style,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210499451
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,489000,42000,2023,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Sedan/limuzína,Style,,,Nejisté,-2,Plus AUT,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210499475
Spalovací,Škoda Octavia Combi iV (PHEV),689000,89941,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Sportline,,,Ano,2,Co,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210500234
Spalovací,Škoda Octavia Combi iV (PHEV),719900,21865,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Selection,,,Ano,2,COMBI MATRIX,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210500372
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,489000,86590,2021,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Style,,,Nejisté,-2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210500528
Spalovací,Škoda Octavia Combi 1.5 TSI,748000,28454,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Sportline,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210500705
Spalovací,Škoda Octavia Combi iV (PHEV),699000,39159,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Top Selection,,,Ano,2,COMBI,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210501449
Spalovací,Škoda Octavia Liftback 1.5 TSI,555000,55847,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210502484
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,399900,83850,2022,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Sedan/limuzína,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210502643
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,689900,10284,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Sedan/limuzína,Exclusive,,,Ano,3,Selec,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210502712
Spalovací,Škoda Octavia Combi 1.5 TSI,549000,49150,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Nejisté,7,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210502784
Spalovací,Škoda Octavia Combi iV (PHEV),549999,67070,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,2,Matrix DPH,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210502874
Spalovací,Škoda Octavia Combi iV (PHEV),559999,61300,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,2,Sport,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210502877
Spalovací,Škoda Octavia Combi 1.5 TSI,667900,15780,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,TOP,,,Nejisté,7,Combi Select,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210503648
Spalovací,Škoda Octavia Liftback 1.5 TSI,579900,29500,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Style,Ano,,Ano,,Záruka,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210503846
Spalovací,Škoda Octavia Combi 1.5 TSI,649888,78483,2022,Benzín,2.0,TSI,,140,Automatická,Ano,,,Ano,Kombi,Sportline,,,Ano,,Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210505493
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,690000,17700,2021,Benzín,2.0,TSI,,180,Automatická,,,,Ne,Sedan/limuzína,,,,Ano,,"RS , 1.majitel,17 700km!",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210506132
Spalovací,Škoda Octavia Liftback 1.5 TSI,538000,97650,2023,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Liftback,,,,Ano,1,"RS,1Maj",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210507833
Spalovací,Škoda Octavia Liftback 1.5 TSI,639000,37708,2024,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Liftback,Top Selection,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210508166
Spalovací,Škoda Octavia Combi 1.5 TSI,499999,37056,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,LED CZ,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210508511
Spalovací,Škoda Octavia Combi 1.5 TSI,599000,29927,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Selection,,,Nejisté,7,Combi |,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210508709
Spalovací,Škoda Octavia Combi iV (PHEV),430000,96725,2022,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,,,,Ano,,"Automat, Serv.kniha",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210509354
Spalovací,Škoda Octavia Liftback 1.5 TSI,639000,56628,2024,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Liftback,Top Selection,,,Ano,1,7,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210510461
Spalovací,Škoda Octavia Liftback 1.5 TSI,679000,14201,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,Selection,,,Ano,6,Exlusive 110,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210510518
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,479000,47042,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Ambition,,,Ano,,110,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210510668
Spalovací,Škoda Octavia Combi 1.5 TSI,487900,80322,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,,,,Nejisté,7,Combi Clever,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210511088
Spalovací,Škoda Octavia Liftback 1.5 TSI,549990,19040,2024,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,Active,,,Ano,6,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210512708
Spalovací,Škoda Octavia Combi 1.5 TSI,698000,28330,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,TOP,,,Nejisté,7,m-HEV Se,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210513230
Spalovací,Škoda Octavia Combi iV (PHEV),679000,34200,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210513869
Spalovací,Škoda Octavia Combi 1.5 TSI,529900,27691,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Ambition,,,Nejisté,7,ČR,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210514229
Spalovací,Škoda Octavia Combi 1.5 TSI,650000,65500,2022,Benzín,2.0,TSI,,180,Automatická,,,,Ne,Kombi,,,,Ano,,Škoda octavia 4 RS,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210514514
Spalovací,Škoda Octavia Liftback 1.5 TSI,659990,77372,2022,Benzín,2.0,TSI,,180,Automatická,Ano,,,Ne,Liftback,,,,Ano,4,"RS,DPH",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210514628
Spalovací,Škoda Octavia Combi 1.5 TSI,470000,70780,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Nejisté,7,Combi Plus NAVI,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210514751
Spalovací,Škoda Octavia Combi iV (PHEV),510000,77965,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,,combi Plus,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210514757
Spalovací,Škoda Octavia Combi iV (PHEV),689999,81754,2023,Nafta,2.0,TDI,,147,Automatická,,,,Ano,Kombi,Scout,,,Ano,2,HUD Matrix,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210515228
Spalovací,Škoda Octavia Combi 1.5 TSI,499000,67549,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Ambition,,,Nejisté,7,TECH,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210515345
Spalovací,Škoda Octavia Liftback 1.5 TSI,567000,17778,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Selection,,,Ano,7,OCTAVIA 110,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210515480
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,678000,13985,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Top Selection,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210515576
Spalovací,Škoda Octavia Liftback 1.5 TSI,499000,57317,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210515633
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,749000,11388,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Sportline,,,Ano,4,6man -,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210515720
Spalovací,Škoda Octavia Liftback 1.5 TSI,678999,20273,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Top Selection,,,Ano,1,CZ,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210517676
Spalovací,Škoda Octavia Liftback 1.5 TSI,620000,93957,2021,Nafta,2.0,TDI,,147,Automatická,,,,Ne,Liftback,,Ano,,Ano,1,"RS , Záruka, Automat",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210519143
Spalovací,Škoda Octavia Combi 1.5 TSI,660000,61564,2021,Benzín,2.0,TSI,,180,Automatická,,,,Ne,Kombi,,,,Ano,,"RS , Automat",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210520172
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,620000,33788,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Sportline,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210520967
Spalovací,Škoda Octavia Liftback 1.5 TSI,679737,81229,2021,Benzín,2.0,,,180,Automatická,,,,Ne,Liftback,,,,Ano,2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210521303
Spalovací,Škoda Octavia Liftback 1.5 TSI,540000,20084,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,,Ano,,Ano,7,"Záruka, ČR,1.maj",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210521759
Spalovací,Škoda Octavia Combi iV (PHEV),739900,11153,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Ano,2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210524330
Spalovací,Škoda Octavia Liftback 1.5 TSI,749990,27551,2025,Benzín,1.5,TSI,PHEV,110,Automatická,,,,Ne,Liftback,Exclusive,,,Ano,6,11,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210528242
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,679000,26467,2024,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Sedan/limuzína,Style,,,Nejisté,-2,110 A7F,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210528518
Spalovací,Škoda Octavia Combi 1.5 TSI,549000,28145,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Nejisté,7,AMB TAŽNÉ,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210529112
Spalovací,Škoda Octavia Liftback 1.5 TSI,609000,18063,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,TOP,,,Ano,6,"IV - , Selec",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210529244
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,519990,64017,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Style,,,Ano,,M6 ACC LED,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210529748
Spalovací,Škoda Octavia Combi 1.5 TSI,540000,34908,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,,Ano,,Ano,,"Fresh, Záruka",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210529922
