Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Extra,Stav,Zdroj
Spalovací,VW Arteon Shooting Brake 2.0 TDI,528000,170662,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18'',Ne,,R-Line,,,Ano,,Zamluvené,Autodraft.cz
Spalovací,Volvo XC60 2.0,760000,154783,2023,Nafta,2.0,,,145,Automat,,,ALU 21''+ ALU 18'',Ano,,,,,Ano,Geartronic,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,528000,165603,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 19''+ ALU 17'',Ne,Combi,Sportline,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro,625000,38843,2022,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,IQ.Lights,Prodané,Autodraft.cz
Elektrické,VW ID.4 Pro,747000,52072,2022,Elektro,,,,150,,,,2x sada 19'',Ne,,,,Ano,,Tažné,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,791000,38068,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,688000,85537,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ano,Variant,Alltrack,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,427000,156545,2020,Nafta,2.0,TDI,,110,Manual,,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,476000,177315,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Arteon Shooting Brake 2.0 TDI,542000,166062,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 18'',Ne,,R-Line,,,Ano,,Prodané,Autodraft.cz
Elektrické,Cupra Tavascan Endurance Electric,1080000,14764,2025,Elektro,,,,210,,,,ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Spalovací,Škoda Octavia Combi iV (PHEV),562000,164350,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 18''+ ALU 17'',Ano,Combi,Scout,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,798000,28859,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),690998,104230,2022,Benzín,2.0,TSI,,140,Automat,Ano,,ALU 19''+ ALU 18'',Ano,,R-Line,,,Ano,,Prodané,Autodraft.cz
Elektrické,VW ID.4 Pro,743000,47535,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,737000,41427,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,699000,60363,2021,Elektro,,,,150,,,,ALU 20'' + sada 19'',Ne,,,,Ano,,Tažné,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,753000,69302,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 GTX,680000,123179,2022,Elektro,,,,225,,,,ALU 21'',Ne,,,,Ne,,4Motion 4x4 / IQ.Ligts,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,718000,89946,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,Tažné,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,731000,65589,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,784000,59527,2022,Elektro,,,,150,,,,2x sada 19'',Ne,,,,Ne,,Tažné / IQ.Lights,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,687998,64297,2022,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro,598000,33337,2023,Elektro,,,,150,,,,ALU 18'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 GTX 4Motion,680000,117509,2022,Elektro,,,,225,,,,ALU 20''+ sada 19'',Ano,,,,Ano,,Tažné,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro,530000,71782,2021,Elektro,,,,150,,,,ALU 19''+ zimní sada,Ne,,,,Ano,,IQ.Light,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,650000,99539,2023,Elektro,,,,150,,,,2x sada ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Spalovací,VW Golf Variant 1.5 eTSI (Gen 8),535000,66873,2023,Benzín,1.5,eTSI,,110,Automat,Ano,,ALU 16'',Ne,,,Ano,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,538000,128407,2022,Nafta,2.0,TDI,,147,Automat,Ano,,2x sada ALU 17'',Ano,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,505000,162530,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,528000,143923,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17''+ zimní sada,Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Volvo V90 2.0,788000,77737,2021,Nafta,2.0,,,173,Automat,,,2x sada ALU 18'',Ano,,,,,Ano,Geartronic,Dostupný,Autodraft.cz
Elektrické,MG ZS EV Comfort,527000,9613,2024,Elektro,,,,130,,,,,Ne,,,,Ne,,Elektro,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,721000,64931,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,763000,74632,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,VW Sharan 2.0 TDI (5místná verze),469000,182589,2020,Nafta,2.0,TDI,,110,,,,,Ne,,Highline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),689000,144848,2023,Benzín,2.0,TSI,,140,Automat,Ano,,ALU 20'',Ano,,R-Line,,,Ano,Webasto,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,515000,142404,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,549000,131125,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17'',Ne,Combi,Style,,,Ano,Webasto Tažné,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),699000,141943,2022,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 20''+ ALU 18'',Ano,Allspace,R-Line,,,Ano,Webasto,Zamluvené,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,499000,148476,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 17'',Ne,Variant,R-Line,,,Ano,,Dostupný,Autodraft.cz
Elektrické,Škoda Enyaq iV 80 Electric,685000,68942,2022,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),577000,60269,2022,Benzín,1.5,TSI,,110,,,,ALU 17''+ zimní sada,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,767000,57159,2023,Elektro,,,,150,,,,2x sada ALU 20'',Ne,,,,Ano,,Tažné / IQ.Lights,Dostupný,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,596000,111304,2023,Benzín,2.0,TSI,,140,Automat,Ano,,ALU 17''+ ALU 16'',Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),661999,45078,2024,Nafta,2.0,TDI,,90,,,,ALU 16''+ zimní sada 45 078 km 1/2024 661 999 Kč,Ne,,,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,916000,26409,2024,Elektro,,,,150,,,,IQ.Lights/  ALU 21'',Ne,,,,Ne,,Tažné / Panorama,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 1.5 TSI (Gen 8),496000,17764,2024,Benzín,1.0,TSI,,81,,,,ALU 16'',Ne,,,Ano,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,741000,57157,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro,588000,36996,2022,Elektro,,,,150,,,,2x sada 18'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.3 Pro,572000,48806,2021,Elektro,,,,150,,,,2x sada 18'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,746000,51515,2022,Elektro,,,,150,,,,2x sada ALU 19'',Ne,,,,Ano,,IQ.Lights,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,784000,47612,2022,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ano,,Tažné,Dostupný,Autodraft.cz
Elektrické,VW ID.5 GTX 4Motion,737000,108519,2022,Elektro,,,,220,,,,ALU 20''/ Tažné,Ano,,,,Ne,,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,549000,188630,2023,Nafta,2.0,TDI,,147,Automat,Ano,,ALU 19''+ ALU 17'',Ne,Combi,Sportline,,,Ano,,Prodané,Autodraft.cz
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,547000,65373,2023,Nafta,2.0,TDI,,110,Automat,Ano,,2x sada ALU 16'',Ne,Variant,,,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,699000,64570,2021,Elektro,,,,150,,,,ALU 20'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.5 Pro,651000,108538,2023,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ano,,,Dostupný,Autodraft.cz
Spalovací,Škoda Superb 3 Combi Style 2.0 TDI,491000,147881,2023,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 18''+ ALU 16'',Ne,Combi,Style,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Touran 1.5 TSI (5místná verze),520000,156235,2022,Nafta,2.0,TDI,,110,Automat,Ano,,ALU 17'',Ne,,Highline,,,Ano,,Dostupný,Autodraft.cz
Spalovací,VW Golf Hatchback 2.0 TDI (Gen 8),496000,42746,2023,Nafta,2.0,TDI,,85,Automat,Ano,,ALU 16'',Ne,,,Ano,,Ano,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,652000,86753,2022,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ne,,,Dostupný,Autodraft.cz
Elektrické,VW ID.4 Pro,792000,28593,2021,Elektro,,,,150,,,,ALU 19'',Ne,,,,Ano,,IQ.Lights / Tažné,Dostupný,Autodraft.cz
